
0.000000 0.000000            0
0.000000 1.000000            0
0.000000 2.000000            0
0.000000 3.000000            0
0.000000 4.000000            0
0.000000 5.000000            0
0.000000 6.000000            0
0.000000 7.000000            0
0.000000 8.000000            0
0.000000 9.000000            0
0.000000 10.000000            0
0.000000 11.000000            0
0.000000 12.000000            0
0.000000 13.000000            0
0.000000 14.000000            0
0.000000 15.000000            0
0.000000 16.000000            0
0.000000 17.000000            0
0.000000 18.000000            0
0.000000 19.000000            0
0.000000 20.000000            0
0.000000 21.000000            0
0.000000 22.000000            0
0.000000 23.000000            0
0.000000 24.000000            0
0.000000 25.000000            0
0.000000 26.000000            0
0.000000 27.000000            0
0.000000 28.000000            0
0.000000 29.000000            0
0.000000 30.000000            0
0.000000 31.000000            0
0.000000 32.000000            0
0.000000 33.000000            0
0.000000 34.000000            0
0.000000 35.000000            0
0.000000 36.000000            0
0.000000 37.000000            0
0.000000 38.000000            0
0.000000 39.000000            0
0.000000 40.000000            0
0.000000 41.000000            0
0.000000 42.000000            0
0.000000 43.000000            0
0.000000 44.000000            0
0.000000 45.000000            0
0.000000 46.000000            0
0.000000 47.000000            0
0.000000 48.000000            0
0.000000 49.000000            0
0.000000 50.000000            0
0.000000 51.000000            0
0.000000 52.000000            0
0.000000 53.000000            0
0.000000 54.000000            0
0.000000 55.000000            0
0.000000 56.000000            0
0.000000 57.000000            0
0.000000 58.000000            0
0.000000 59.000000            0

1.000000 0.000000            0
1.000000 1.000000    -0.010804
1.000000 2.000000    -0.021571
1.000000 3.000000    -0.032259
1.000000 4.000000    -0.042827
1.000000 5.000000    -0.053226
1.000000 6.000000    -0.063404
1.000000 7.000000    -0.073298
1.000000 8.000000    -0.082839
1.000000 9.000000    -0.091945
1.000000 10.000000     -0.10052
1.000000 11.000000     -0.10847
1.000000 12.000000     -0.11567
1.000000 13.000000     -0.12199
1.000000 14.000000     -0.12729
1.000000 15.000000     -0.13143
1.000000 16.000000     -0.13425
1.000000 17.000000      -0.1356
1.000000 18.000000     -0.13534
1.000000 19.000000     -0.13334
1.000000 20.000000      -0.1295
1.000000 21.000000     -0.12376
1.000000 22.000000      -0.1161
1.000000 23.000000     -0.10655
1.000000 24.000000     -0.09522
1.000000 25.000000    -0.082261
1.000000 26.000000    -0.067904
1.000000 27.000000    -0.052436
1.000000 28.000000     -0.03619
1.000000 29.000000    -0.019536
1.000000 30.000000     -0.00286
1.000000 31.000000      0.01345
1.000000 32.000000     0.029029
1.000000 33.000000     0.043546
1.000000 34.000000     0.056722
1.000000 35.000000      0.06834
1.000000 36.000000     0.078249
1.000000 37.000000     0.086364
1.000000 38.000000     0.092667
1.000000 39.000000     0.097194
1.000000 40.000000      0.10003
1.000000 41.000000      0.10128
1.000000 42.000000       0.1011
1.000000 43.000000     0.099629
1.000000 44.000000     0.097036
1.000000 45.000000     0.093472
1.000000 46.000000     0.089084
1.000000 47.000000     0.084006
1.000000 48.000000      0.07836
1.000000 49.000000     0.072253
1.000000 50.000000     0.065775
1.000000 51.000000     0.059004
1.000000 52.000000     0.052005
1.000000 53.000000      0.04483
1.000000 54.000000     0.037523
1.000000 55.000000     0.030119
1.000000 56.000000     0.022644
1.000000 57.000000      0.01512
1.000000 58.000000    0.0075673
1.000000 59.000000            0

2.000000 0.000000            0
2.000000 1.000000    -0.021647
2.000000 2.000000    -0.043219
2.000000 3.000000    -0.064638
2.000000 4.000000    -0.085821
2.000000 5.000000     -0.10667
2.000000 6.000000     -0.12709
2.000000 7.000000     -0.14695
2.000000 8.000000     -0.16611
2.000000 9.000000     -0.18442
2.000000 10.000000     -0.20168
2.000000 11.000000     -0.21769
2.000000 12.000000     -0.23221
2.000000 13.000000     -0.24499
2.000000 14.000000     -0.25574
2.000000 15.000000     -0.26417
2.000000 16.000000     -0.26996
2.000000 17.000000     -0.27281
2.000000 18.000000     -0.27241
2.000000 19.000000     -0.26852
2.000000 20.000000     -0.26091
2.000000 21.000000     -0.24945
2.000000 22.000000     -0.23409
2.000000 23.000000      -0.2149
2.000000 24.000000     -0.19207
2.000000 25.000000     -0.16592
2.000000 26.000000     -0.13692
2.000000 27.000000     -0.10565
2.000000 28.000000    -0.072788
2.000000 29.000000    -0.039093
2.000000 30.000000    -0.005355
2.000000 31.000000     0.027633
2.000000 32.000000     0.059121
2.000000 33.000000     0.088433
2.000000 34.000000        0.115
2.000000 35.000000      0.13839
2.000000 36.000000      0.15829
2.000000 37.000000      0.17454
2.000000 38.000000      0.18711
2.000000 39.000000      0.19608
2.000000 40.000000      0.20163
2.000000 41.000000        0.204
2.000000 42.000000      0.20348
2.000000 43.000000      0.20038
2.000000 44.000000      0.19504
2.000000 45.000000      0.18777
2.000000 46.000000      0.17886
2.000000 47.000000      0.16858
2.000000 48.000000      0.15718
2.000000 49.000000      0.14488
2.000000 50.000000      0.13184
2.000000 51.000000      0.11824
2.000000 52.000000      0.10419
2.000000 53.000000     0.089793
2.000000 54.000000     0.075145
2.000000 55.000000     0.060307
2.000000 56.000000     0.045335
2.000000 57.000000      0.03027
2.000000 58.000000     0.015149
2.000000 59.000000            0

3.000000 0.000000            0
3.000000 1.000000    -0.032564
3.000000 2.000000     -0.06502
3.000000 3.000000    -0.097254
3.000000 4.000000     -0.12915
3.000000 5.000000     -0.16056
3.000000 6.000000     -0.19134
3.000000 7.000000      -0.2213
3.000000 8.000000     -0.25024
3.000000 9.000000     -0.27793
3.000000 10.000000     -0.30408
3.000000 11.000000     -0.32839
3.000000 12.000000      -0.3505
3.000000 13.000000     -0.37002
3.000000 14.000000     -0.38653
3.000000 15.000000     -0.39955
3.000000 16.000000     -0.40862
3.000000 17.000000     -0.41325
3.000000 18.000000     -0.41299
3.000000 19.000000     -0.40741
3.000000 20.000000     -0.39617
3.000000 21.000000     -0.37903
3.000000 22.000000     -0.35591
3.000000 23.000000     -0.32688
3.000000 24.000000     -0.29222
3.000000 25.000000     -0.25243
3.000000 26.000000     -0.20821
3.000000 27.000000     -0.16045
3.000000 28.000000     -0.11022
3.000000 29.000000    -0.058691
3.000000 30.000000   -0.0071004
3.000000 31.000000     0.043316
3.000000 32.000000     0.091387
3.000000 33.000000      0.13606
3.000000 34.000000      0.17647
3.000000 35.000000      0.21192
3.000000 36.000000      0.24198
3.000000 37.000000       0.2664
3.000000 38.000000      0.28515
3.000000 39.000000      0.29839
3.000000 40.000000      0.30641
3.000000 41.000000       0.3096
3.000000 42.000000      0.30843
3.000000 43.000000      0.30339
3.000000 44.000000      0.29498
3.000000 45.000000       0.2837
3.000000 46.000000      0.26999
3.000000 47.000000      0.25428
3.000000 48.000000      0.23691
3.000000 49.000000      0.21823
3.000000 50.000000      0.19848
3.000000 51.000000      0.17791
3.000000 52.000000      0.15671
3.000000 53.000000      0.13501
3.000000 54.000000      0.11295
3.000000 55.000000     0.090631
3.000000 56.000000     0.068119
3.000000 57.000000     0.045478
3.000000 58.000000     0.022758
3.000000 59.000000            0

4.000000 0.000000            0
4.000000 1.000000    -0.043589
4.000000 2.000000    -0.087042
4.000000 3.000000     -0.13021
4.000000 4.000000     -0.17295
4.000000 5.000000     -0.21508
4.000000 6.000000     -0.25639
4.000000 7.000000     -0.29667
4.000000 8.000000     -0.33563
4.000000 9.000000     -0.37298
4.000000 10.000000     -0.40834
4.000000 11.000000      -0.4413
4.000000 12.000000     -0.47138
4.000000 13.000000     -0.49807
4.000000 14.000000     -0.52078
4.000000 15.000000     -0.53888
4.000000 16.000000     -0.55171
4.000000 17.000000      -0.5586
4.000000 18.000000     -0.55888
4.000000 19.000000     -0.55196
4.000000 20.000000     -0.53733
4.000000 21.000000     -0.51461
4.000000 22.000000     -0.48364
4.000000 23.000000     -0.44449
4.000000 24.000000     -0.39752
4.000000 25.000000     -0.34338
4.000000 26.000000     -0.28303
4.000000 27.000000     -0.21773
4.000000 28.000000     -0.14895
4.000000 29.000000    -0.078351
4.000000 30.000000   -0.0076715
4.000000 31.000000     0.061344
4.000000 32.000000      0.12705
4.000000 33.000000      0.18797
4.000000 34.000000      0.24288
4.000000 35.000000      0.29086
4.000000 36.000000      0.33131
4.000000 37.000000      0.36392
4.000000 38.000000      0.38871
4.000000 39.000000      0.40593
