8     2     -1.96750454814e-06 -1.27570656511e-06
9     2     -6.7982223907e-06 -4.57552501934e-06
10     2     -2.1418988025e-05 -1.47635549508e-05
11     2     -6.41113606328e-05 -4.58745284913e-05
12     2     -0.00017657689528 -0.000130149539569
13     2     -0.000462664162846 -0.000354500238896
14     2     -0.001123845507 -0.000892021021934
15     2     -0.00260038541609 -0.00215120387778
16     2     -0.00561428147529 -0.00483847960023
17     2     -0.0115630277516 -0.0104234864001
18     2     -0.0223584093343 -0.0211131284763
19     2     -0.0413296729661 -0.0409821014717
20     2     -0.0722129570711 -0.075348731636
21     2     -0.121105295431 -0.133010955676
22     2     -0.193780075061 -0.224050586039
23     2     -0.300209632441 -0.363643881174
24     2     -0.45101263062 -0.567351717812
25     2     -0.668699035777 -0.855217848691
26     2     -0.989787088793 -1.23610348596
27     2     -1.48957039397 -1.6664581606
28     2     -2.27822299354 -1.81526582265
29     2     -3.35007602416 0
30     2     3.35007602416 -1.81526582265
31     2     2.27822299354 -1.6664581606
32     2     1.48957039397 -1.23610348596
33     2     0.989787088793 -0.855217848691
34     2     0.668699035777 -0.567351717812
35     2     0.45101263062 -0.363643881174
36     2     0.300209632441 -0.224050586039
37     2     0.193780075061 -0.133010955676
38     2     0.121105295431 -0.075348731636
39     2     0.0722129570711 -0.0409821014717
40     2     0.0413296729661 -0.0211131284763
41     2     0.0223584093343 -0.0104234864001
42     2     0.0115630277516 -0.00483847960023
43     2     0.00561428147529 -0.00215120387778
44     2     0.00260038541609 -0.000892021021934
45     2     0.001123845507 -0.000354500238896
46     2     0.000462664162846 -0.000130149539569
47     2     0.00017657689528 -4.58745284913e-05
48     2     6.41113604982e-05 -1.47635550854e-05
49     2     2.14189878755e-05 -4.57552525358e-06
50     2     6.79822059329e-06 -1.27570854693e-06
51     2     1.96750282279e-06 -3.44354128176e-07
52     2     5.40066422959e-07 -8.22319611028e-08
53     2     1.33652555764e-07 -1.93785184257e-08
54     2     3.13188937397e-08 -4.17678199592e-09
55     2     6.55774112127e-09 -1.10142135621e-09
56     2     1.34290661448e-09 -4.27741894851e-10
57     2     3.21043978702e-10 -2.38403451457e-10
58     2     1.54939808621e-10 -1.20716254798e-10

1     3     -8.50967563419e-10 -6.72151421574e-10
2     3     -1.04729022924e-09 -1.38068291223e-09
3     3     -2.30029675465e-09 -2.30029675465e-09
4     3     -9.64985188464e-09 -5.37523441185e-09
5     3     -4.33070388196e-08 -1.73368374272e-08
6     3     -1.89694794579e-07 -7.33712770153e-08
7     3     -7.49245612357e-07 -2.82540805402e-07
8     3     -2.79658498383e-06 -1.1116212411e-06
9     3     -9.48890787531e-06 -3.80230672571e-06
10     3     -3.04858252856e-05 -1.28691439863e-05
11     3     -8.98831277296e-05 -3.86409110831e-05
12     3     -0.000251447945664 -0.000113511961467
13     3     -0.000650531325657 -0.000301379124278
14     3     -0.00159959628873 -0.000777129906013
15     3     -0.00366116465102 -0.00183790914094
16     3     -0.00797652970701 -0.00420015737266
17     3     -0.0162696265955 -0.00890675621658
18     3     -0.0316414983704 -0.0181898452526
19     3     -0.0579358605216 -0.0347960328081
20     3     -0.101388074046 -0.0639711497828
21     3     -0.168115242222 -0.110981096574
22     3     -0.267529736481 -0.184730757993
23     3     -0.406884666024 -0.291405791576
24     3     -0.598446318451 -0.438839479408
25     3     -0.85176470823 -0.62190515186
26     3     -1.18498342138 -0.817101484449
27     3     -1.61003373907 -0.937564829555
28     3     -2.11713932589 -0.776481161902
29     3     -2.57359486226 0
30     3     2.57359486226 -0.776481161902
31     3     2.11713932589 -0.937564829555
32     3     1.61003373907 -0.817101484449
33     3     1.18498342138 -0.62190515186
34     3     0.85176470823 -0.438839479408
35     3     0.598446318451 -0.291405791576
36     3     0.406884666024 -0.184730757993
37     3     0.267529736481 -0.110981096574
38     3     0.168115242222 -0.0639711497828
39     3     0.101388074046 -0.0347960328081
40     3     0.0579358605216 -0.0181898452526
41     3     0.0316414983704 -0.00890675621658
42     3     0.0162696265955 -0.00420015737266
43     3     0.00797652970701 -0.00183790914094
44     3     0.00366116465102 -0.000777129906013
45     3     0.00159959628873 -0.000301379124278
46     3     0.000650531325657 -0.000113511961467
47     3     0.000251447945346 -3.86409114012e-05
48     3     8.98831273408e-05 -1.28691445586e-05
49     3     3.04858203649e-05 -3.80231206916e-06
50     3     9.48890261038e-06 -1.11163005207e-06
51     3     2.79655376132e-06 -2.82579113535e-07
52     3     7.49216972072e-07 -7.34285644217e-08
53     3     1.89590272036e-07 -1.74908481492e-08
54     3     4.32275858148e-08 -5.5821560741e-09
55     3     9.45576301853e-09 -2.68413417684e-09
56     3     2.18652576488e-09 -1.84051502644e-09
57     3     8.69620592196e-10 -1.29193841295e-09
58     3     7.86389899475e-10 -6.60488322096e-10

1     4     -4.33880218452e-09 -3.48783462111e-09
2     4     -4.13436983557e-09 -6.57491422744e-09
3     4     -5.37523441185e-09 -9.64985188464e-09
4     4     -1.31933753302e-08 -1.31933753302e-08
5     4     -5.45609083332e-08 -2.44472448438e-08
6     4     -2.29243454451e-07 -6.3995904716e-08
7     4     -9.25465081764e-07 -2.40215374124e-07
8     4     -3.39666619946e-06 -8.4029658975e-07
9     4     -1.17520474277e-05 -3.10343614211e-06
10     4     -3.72378397632e-05 -9.85545061968e-06
11     4     -0.000111533974718 -3.15062976084e-05
12     4     -0.000308356062797 -8.84144147408e-05
13     4     -0.000807797776208 -0.000245680865292
14     4     -0.0019660674522 -0.000612152028759
15     4     -0.00454303731012 -0.00149402468786
16     4     -0.00980730891136 -0.00332480389221
17     4     -0.0201350889685 -0.00719026626519
18     4     -0.0388138959984 -0.0143626638932
19     4     -0.071285497326 -0.0277123006977
20     4     -0.123534209146 -0.0498584357983
21     4     -0.204436097903 -0.0861792914796
22     4     -0.320975974865 -0.139625529864
23     4     -0.482888713181 -0.215629577021
24     4     -0.693698623486 -0.310881882055
25     4     -0.958959238063 -0.418076411888
26     4     -1.27259312552 -0.505686116031
27     4     -1.62291045475 -0.518562831703
28     4     -1.96513404219 -0.366557548005
29     4     -2.20703731425 0
30     4     2.20703731425 -0.366557548005
31     4     1.96513404219 -0.518562831703
32     4     1.62291045475 -0.505686116031
33     4     1.27259312552 -0.418076411888
34     4     0.958959238063 -0.310881882055
35     4     0.693698623486 -0.215629577021
36     4     0.482888713181 -0.139625529864
37     4     0.320975974865 -0.0861792914796
38     4     0.204436097903 -0.0498584357983
39     4     0.123534209146 -0.0277123006977
40     4     0.071285497326 -0.0143626638932
41     4     0.0388138959984 -0.00719026626519
42     4     0.0201350889685 -0.00332480389221
43     4     0.00980730891136 -0.00149402468786
44     4     0.00454303731012 -0.000612152028759
45     4     0.0019660674522 -0.000245680865292
46     4     0.000807797775545 -8.84144154034e-05
47     4     0.000308356061913 -3.15062988365e-05
48     4     0.000111533962955 -9.85546322281e-06
49     4     3.72378258835e-05 -3.10345770424e-06
50     4     1.17519604949e-05 -8.4039981973e-07
51     4     3.39657693999e-06 -2.40376641065e-07
52     4     9.25118194475e-07 -6.44754186626e-08
53     4     2.28941256291e-07 -2.51244344083e-08
54     4     5.37588221347e-08 -1.45931980884e-08
55     4     1.26273462228e-08 -1.14216148841e-08
56     4     4.3421129672e-09 -9.26602768174e-09
57     4     3.61469950613e-09 -6.5209487678e-09
58     4     3.82918326075e-09 -3.47815540653e-09

1     5     -2.04577074567e-08 -1.61189052722e-08
2     5     -1.93609003676e-08 -3.13454358043e-08
3     5     -1.73368374272e-08 -4.33070388196e-08
4     5     -2.44472448438e-08 -5.45609083332e-08
5     5     -6.62143421443e-08 -6.62143421443e-08
6     5     -2.6446335724e-07 -1.01434244933e-07
7     5     -1.03822921839e-06 -2.1419838156e-07
8     5     -3.87525073889e-06 -6.92782920991e-07
9     5     -1.32479047891e-05 -2.1886402824e-06
10     5     -4.26106041456e-05 -7.56140466482e-06
11     5     -0.000126331615165 -2.23590451113e-05
12     5     -0.000353524566057 -6.75275483713e-05
13     5     -0.000917846895994 -0.000177576668157
14     5     -0.00225523800356 -0.000466747219519
15     5     -0.00516912008278 -0.00109282999217
16     5     -0.0112365983905 -0.00252211947134
17     5     -0.0228921876846 -0.00527921818743
18     5     -0.0443121543723 -0.0107774765614
19     5     -0.0807288488538 -0.0202208280891
20     5     -0.139984112436 -0.0366707313785
21     5     -0.22938708808 -0.061621721556
22     5     -0.358456749286 -0.0991024959765
23     5     -0.531531324189 -0.147745106985
24     5     -0.753122228795 -0.207168712294
25     5     -1.01609599705 -0.264305471281
26     5     -1.31014505446 -0.301857400219
27     5     -1.60630321193 -0.2852501574
28     5     -1.86453364248 -0.184649757687
29     5     -2.02238755656 0
30     5     2.02238755656 -0.184649757687
31     5     1.86453364248 -0.2852501574
32     5     1.60630321193 -0.301857400219
33     5     1.31014505446 -0.264305471281
34     5     1.01609599705 -0.207168712294
35     5     0.753122228795 -0.147745106985
36     5     0.531531324189 -0.0991024959765
37     5     0.358456749286 -0.061621721556
38     5     0.22938708808 -0.0366707313785
39     5     0.139984112436 -0.0202208280891
40     5     0.0807288488538 -0.0107774765614
41     5     0.0443121543723 -0.00527921818743
42     5     0.0228921876846 -0.00252211947134
43     5     0.0112365983905 -0.00109282999217
44     5     0.00516912008278 -0.000466747219519
45     5     0.00225523800234 -0.000177576669381
46     5     0.000917846894227 -6.7527550699e-05
47     5     0.00035352454132 -2.23590712922e-05
48     5     0.000126331583262 -7.56145098514e-06
49     5     4.26103934491e-05 -2.18888341949e-06
50     5     1.32476654621e-05 -6.93178452281e-07
51     5     3.87426441101e-06 -2.15490981258e-07
52     5     1.03726176712e-06 -1.03347408617e-07
53     5     2.61706191576e-07 -7.0582473332e-08
54     5     6.39536701968e-08 -6.03876252699e-08
55     5     1.98538855622e-08 -5.31610859305e-08
56     5     1.44030733836e-08 -4.31001255141e-08
57     5     1.54117368869e-08 -3.13030881333e-08
58     5     1.90179163655e-08 -1.61143550286e-08

1     6     -9.12593270867e-08 -7.080161963e-08
2     6     -8.22196357285e-08 -1.33660354991e-07
3     6     -7.33712770153e-08 -1.89694794579e-07
4     6     -6.3995904716e-08 -2.29243454451e-07
5     6     -1.01434244933e-07 -2.6446335724e-07
6     6     -2.97527145917e-07 -2.97527145917e-07
7     6     -1.13350132599e-06 -3.9279925352e-07
8     6     -4.15478196402e-06 -6.72330478646e-07
9     6     -1.43793912488e-05 -1.80381693834e-06
10     6     -4.5869628459e-05 -5.06284125172e-06
11     6     -0.000137488909719 -1.62201358057e-05
12     6     -0.000381957257927 -4.46528276756e-05
13     6     -0.00100047852154 -0.000127284453223
14     6     -0.00244195233324 -0.000313998782902
15     6     -0.00563528082909 -0.000780159529219
16     6     -0.0121728362967 -0.00171639743542
17     6     -0.0249153123688 -0.00373952211959
18     6     -0.0479211548036 -0.00734852255085
19     6     -0.0874920215546 -0.0141116952516
20     6     -0.15062491946 -0.0247525022761
21     6     -0.246538700978 -0.0419041151732
22     6     -0.381701872311 -0.0651492381988
23     6     -0.562601849114 -0.0962197631234
24     6     -0.786451991667 -0.129549525995
25     6     -1.04713889791 -0.160592426853
26     6     -1.32345256404 -0.173899936436
27     6     -1.58914129098 -0.156738015491
28     6     -1.80350440945 -0.0957087824666
29     6     -1.9266787741 0
30     6     1.9266787741 -0.0957087824666
31     6     1.80350440945 -0.156738015491
32     6     1.58914129098 -0.173899936436
33     6     1.32345256404 -0.160592426853
34     6     1.04713889791 -0.129549525995
35     6     0.786451991667 -0.0962197631234
36     6     0.562601849114 -0.0651492381988
37     6     0.381701872311 -0.0419041151732
38     6     0.246538700978 -0.0247525022761
39     6     0.15062491946 -0.0141116952516
40     6     0.0874920215546 -0.00734852255085
41     6     0.0479211548036 -0.00373952211959
42     6     0.0249153123688 -0.00171639743542
43     6     0.0121728362967 -0.000780159529219
44     6     0.00563528082708 -0.000313998784912
45     6     0.00244195233011 -0.000127284457136
46     6     0.00100047847553 -4.46528758332e-05
47     6     0.000381957193533 -1.62202236198e-05
48     6     0.000137488461706 -5.06334517521e-06
49     6     4.58690707829e-05 -1.80466784143e-06
50     6     1.43769601799e-05 -6.75373123608e-07
51     6     4.15213269023e-06 -3.9750484439e-07
52     6     1.12544874743e-06 -3.09317864076e-07
53     6     2.90028804074e-07 -2.80995251578e-07
54     6     8.48536957232e-08 -2.60095226052e-07
55     6     5.13828465241e-08 -2.2856626509e-07
56     6     5.3428552893e-08 -1.89540785581e-07
57     6     7.13097430048e-08 -1.33642779463e-07
58     6     8.18624298176e-08 -7.07982660106e-08

1     7     -3.69204062176e-07 -2.77944735089e-07
2     7     -3.44350984609e-07 -5.40076083969e-07
3     7     -2.82540805402e-07 -7.49245612357e-07
4     7     -2.40215374124e-07 -9.25465081764e-07
5     7     -2.1419838156e-07 -1.03822921839e-06
6     7     -3.9279925352e-07 -1.13350132599e-06
7     7     -1.21511336556e-06 -1.21511336556e-06
8     7     -4.37939353609e-06 -1.43972493763e-06
9     7     -1.49855726251e-05 -2.04590631392e-06
10     7     -4.82127217893e-05 -4.38899964428e-06
11     7     -0.000143721732328 -1.06218222535e-05
12     7     -0.00040231110541 -3.09756697364e-05
13     7     -0.00104849813458 -7.89952827715e-05
14     7     -0.00257483339526 -0.000211876344788
15     7     -0.00591338886067 -0.00048998437636
16     7     -0.0128319158145 -0.00114906389409
17     7     -0.0261385147182 -0.00237226624351
18     7     -0.0504161133548 -0.00486722479467
19     7     -0.0915752854618 -0.00895048870194
20     7     -0.1577689538 -0.0160945230416
21     7     -0.256670096323 -0.0262259183869
22     7     -0.396578609278 -0.0411026553529
23     7     -0.579933292329 -0.0584340985682
24     7     -0.806042625259 -0.0780247321601
25     7     -1.06182275673 -0.0927085909791
26     7     -1.3288682242 -0.0981242511299
27     7     -1.57551735921 -0.0845003193553
28     7     -1.76936899918 -0.0503649090825
29     7     -1.87631386502 0
30     7     1.87631386502 -0.0503649090825
31     7     1.76936899918 -0.0845003193553
32     7     1.57551735921 -0.0981242511299
33     7     1.3288682242 -0.0927085909791
34     7     1.06182275673 -0.0780247321601
35     7     0.806042625259 -0.0584340985682
36     7     0.579933292329 -0.0411026553529
37     7     0.396578609278 -0.0262259183869
38     7     0.256670096323 -0.0160945230416
39     7     0.1577689538 -0.00895048870194
40     7     0.0915752854618 -0.00486722479467
41     7     0.0504161133548 -0.00237226624351
42     7     0.0261385147182 -0.00114906389409
43     7     0.0128319158115 -0.000489984379308
44     7     0.00591338885575 -0.000211876350639
45     7     0.00257483331922 -7.8995361536e-05
46     7     0.00104849801982 -3.09758172502e-05
47     7     0.000402310264575 -1.06227462081e-05
48     7     0.00014372059425 -4.39061366416e-06
49     7     4.82074820633e-05 -2.05220238379e-06
50     7     1.49792946265e-05 -1.4498679372e-06
51     7     4.35912391091e-06 -1.24287671652e-06
52     7     1.19401811818e-06 -1.17430734578e-06
53     7     3.42625542016e-07 -1.12171060784e-06
54     7     1.70248248851e-07 -1.03631605471e-06
55     7     1.62713333413e-07 -9.24985567818e-07
56     7     2.29225794729e-07 -7.49188325982e-07
57     7     2.80434302535e-07 -5.40063766452e-07
58     7     3.43982420999e-07 -2.77943775271e-07

1     8     -1.40535302981e-06 -1.03614896764e-06
2     8     -1.27570656511e-06 -1.96750454814e-06
3     8     -1.1116212411e-06 -2.79658498383e-06
4     8     -8.4029658975e-07 -3.39666619946e-06
5     8     -6.92782920991e-07 -3.87525073889e-06
6     8     -6.72330478646e-07 -4.15478196402e-06
7     8     -1.43972493763e-06 -4.37939353609e-06
8     8     -4.55577531631e-06 -4.55577531631e-06
9     8     -1.54500601539e-05 -5.02026284517e-06
10     8     -4.93680957123e-05 -6.1756367681e-06
11     8     -0.000147991498592 -1.04454030321e-05
12     8     -0.000412806838694 -2.09411363163e-05
13     8     -0.00108121595406 -5.36589557997e-05
14     8     -0.0026462184514 -0.000125044011947
15     8     -0.00610148344311 -0.000313138594394
16     8     -0.0131953815859 -0.000676604365806
17     8     -0.0269552059938 -0.00149329564137
18     8     -0.0518078832918 -0.00288506557843
19     8     -0.0942460008443 -0.00555578096092
20     8     -0.161730865817 -0.0095176929783
21     8     -0.263089346625 -0.0159369432806
22     8     -0.40457766167 -0.0239359956727
23     8     -0.590386927103 -0.0343896304466
24     8     -0.81572704165 -0.0440740468377
25     8     -1.06993660989 -0.0521878999995
26     8     -1.32970133029 -0.0530210060927
27     8     -1.56767820585 -0.045181852736
28     8     -1.75023175953 -0.026044613091
29     8     -1.85026925192 0
30     8     1.85026925192 -0.026044613091
31     8     1.75023175953 -0.045181852736
32     8     1.56767820585 -0.0530210060927
33     8     1.32970133029 -0.0521878999995
34     8     1.06993660989 -0.0440740468377
35     8     0.81572704165 -0.0343896304466
36     8     0.590386927103 -0.0239359956727
37     8     0.40457766167 -0.0159369432806
38     8     0.263089346625 -0.0095176929783
39     8     0.161730865817 -0.00555578096092
40     8     0.0942460008443 -0.00288506557843
41     8     0.0518078832918 -0.00149329564137
42     8     0.0269552059899 -0.000676604369675
43     8     0.013195381579 -0.000313138602193
44     8     0.00610148333109 -0.00012504412686
45     8     0.00264621827004 -5.36591760325e-05
46     8     0.00108121455465 -2.09426411981e-05
47     8     0.00041280479259 -1.0448113184e-05
48     8     0.000147981557572 -6.18714986225e-06
49     8     4.93551105604e-05 -5.03952136515e-06
50     8     1.5405636141e-05 -4.61317985061e-06
51     8     4.50471933532e-06 -4.4675844262e-06
52     8     1.30997235925e-06 -4.35163018512e-06
53     8     5.44179353994e-07 -4.15007637314e-06
54     8     4.46366482806e-07 -3.87395813919e-06
55     8     6.40166540088e-07 -3.39650493252e-06
56     8     8.29184051547e-07 -2.7965466757e-06
57     8     1.10947956924e-06 -1.96750140899e-06
58     8     1.27533549537e-06 -1.03614833462e-06

1     9     -4.90375696628e-06 -3.49840393647e-06
2     9     -4.57552501934e-06 -6.7982223907e-06
3     9     -3.80230672571e-06 -9.48890787531e-06
4     9     -3.10343614211e-06 -1.17520474277e-05
5     9     -2.1886402824e-06 -1.32479047891e-05
6     9     -1.80381693834e-06 -1.43793912488e-05
7     9     -2.04590631392e-06 -1.49855726251e-05
8     9     -5.02026284517e-06 -1.54500601539e-05
9     9     -1.57854809933e-05 -1.57854809933e-05
10     9     -5.02148238217e-05 -1.66322091027e-05
11     9     -0.000149933639245 -1.85743497552e-05
12     9     -0.000419677500941 -2.54450120023e-05
13     9     -0.00109680868292 -4.10377408603e-05
14     9     -0.00269265371568 -8.74730051334e-05
15     9     -0.00619492326376 -0.000180912825778
16     9     -0.013429834285 -0.000415365524951
17     9     -0.0273712852014 -0.000831444732557
18     9     -0.0526932626575 -0.00171682409826
19     9     -0.0956182787515 -0.0030891020054
20     9     -0.164199089231 -0.00555732541892
21     9     -0.266348069061 -0.00881604785456
22     9     -0.409415905544 -0.0136542917292
23     9     -0.595453275245 -0.0187206398713
24     9     -0.82137174448 -0.0243653427012
25     9     -1.07320970008 -0.0276384328892
26     9     -1.33028849723 -0.0282255998345
27     9     -1.562609262 -0.023156655988
28     9     -1.74050183423 -0.0134267306876
29     9     -1.83684252124 0
30     9     1.83684252124 -0.0134267306876
31     9     1.74050183423 -0.023156655988
32     9     1.562609262 -0.0282255998345
33     9     1.33028849723 -0.0276384328892
34     9     1.07320970008 -0.0243653427012
35     9     0.82137174448 -0.0187206398713
36     9     0.595453275245 -0.0136542917292
37     9     0.409415905544 -0.00881604785456
38     9     0.266348069061 -0.00555732541892
39     9     0.164199089231 -0.0030891020054
40     9     0.0956182787515 -0.00171682409826
41     9     0.052693262653 -0.000831444737108
42     9     0.0273712851928 -0.000415365534231
43     9     0.0134298341375 -0.000180912975677
44     9     0.0061949230088 -8.74732979609e-05
45     9     0.00269265164298 -4.10399250253e-05
46     9     0.0010968054275 -2.54490521728e-05
47     9     0.000419660814903 -1.85930298592e-05
48     9     0.000149910044498 -1.66645429331e-05
49     9     5.01294149876e-05 -1.58902385058e-05
50     9     1.56781040732e-05 -1.56177705736e-05
51     9     4.7298342893e-06 -1.53926556196e-05
52     9     1.72719835338e-06 -1.49754296255e-05
53     9     1.14326037568e-06 -1.43763486038e-05
54     9     1.57520582883e-06 -1.32475092578e-05
55     9     2.13573160019e-06 -1.17519441977e-05
56     9     3.0922291849e-06 -9.48889906433e-06
57     9     3.80015822469e-06 -6.79822040888e-06
58     9     4.57515205144e-06 -3.49840385281e-06

1     10     -1.61347150598e-05 -1.12309580935e-05
2     10     -1.47635549508e-05 -2.1418988025e-05
3     10     -1.28691439863e-05 -3.04858252856e-05
4     10     -9.85545061968e-06 -3.72378397632e-05
5     10     -7.56140466482e-06 -4.26106041456e-05
6     10     -5.06284125172e-06 -4.5869628459e-05
7     10     -4.38899964428e-06 -4.82127217893e-05
8     10     -6.1756367681e-06 -4.93680957123e-05
9     10     -1.66322091027e-05 -5.02148238217e-05
10     10     -5.07781504756e-05 -5.07781504756e-05
11     10     -0.000151299406584 -5.21439178148e-05
12     10     -0.000422563475031 -5.50298919056e-05
13     10     -0.00110659522676 -6.48164357446e-05
14     10     -0.00271310913204 -8.5271852103e-05
15     10     -0.0062531725487 -0.000143521137048
16     10     -0.0135374424529 -0.000251129304897
17     10     -0.0276284557791 -0.000508299882659
18     10     -0.0531091179764 -0.000924155201558
19     10     -0.0964554061236 -0.00176128257372
20     10     -0.165362648204 -0.00292484154651
21     10     -0.268301568618 -0.00487834110351
22     10     -0.411644654039 -0.00710708959858
23     10     -0.59843877818 -0.0100925925337
24     10     -0.823754786678 -0.0124756347312
25     10     -1.07520925917 -0.0144751938224
26     10     -1.32994646491 -0.0141331614936
27     10     -1.5602690179 -0.0117929173908
28     10     -1.73530368419 -0.00659476734342
29     10     -1.83024775389 0
30     10     1.83024775389 -0.00659476734342
31     10     1.73530368419 -0.0117929173908
32     10     1.5602690179 -0.0141331614936
33     10     1.32994646491 -0.0144751938224
34     10     1.07520925917 -0.0124756347312
35     10     0.823754786678 -0.0100925925337
36     10     0.59843877818 -0.00710708959858
37     10     0.411644654039 -0.00487834110351
38     10     0.268301568618 -0.00292484154651
39     10     0.165362648204 -0.00176128257372
40     10     0.0964554061188 -0.000924155206363
41     10     0.0531091179668 -0.00050829989252
42     10     0.0276284556053 -0.00025112948001
43     10     0.0135374421333 -0.000143521484221
44     10     0.00625316980955 -8.5274683473e-05
45     10     0.00271310453297 -6.48217934771e-05
46     10     0.00110657035401 -5.50568669677e-05
47     10     0.000422525627148 -5.21920547231e-05
48     10     0.000151154555102 -5.09475441189e-05
49     10     5.05804719579e-05 -5.04964871486e-05
50     10     1.60645249127e-05 -5.01100663092e-05
51     10     5.4910634062e-06 -4.93488371923e-05
52     10     2.86960982619e-06 -4.82064257195e-05
53     10     3.48090853926e-06 -4.58687775559e-05
54     10     4.83362237621e-06 -4.26103610085e-05
55     10     7.50827440765e-06 -3.72378182011e-05
56     10     9.8442274438e-06 -3.04858199422e-05
57     10     1.28669903761e-05 -2.14189877907e-05
58     10     1.47631817985e-05 -1.12309580437e-05

1     11     -4.91351021521e-05 -3.30003870923e-05
2     11     -4.58745284913e-05 -6.41113606328e-05
3     11     -3.86409110831e-05 -8.98831277296e-05
4     11     -3.15062976084e-05 -0.000111533974718
5     11     -2.23590451113e-05 -0.000126331615165
6     11     -1.62201358057e-05 -0.000137488909719
7     11     -1.06218222535e-05 -0.000143721732328
8     11     -1.04454030321e-05 -0.000147991498592
9     11     -1.85743497552e-05 -0.000149933639245
10     11     -5.21439178148e-05 -0.000151299406584
11     11     -0.000152137097744 -0.000152137097744
12     11     -0.000424517847464 -0.000154091470176
13     11     -0.0011103907886 -0.000157887032022
14     11     -0.00272546329529 -0.000170241195274
15     11     -0.00627685809156 -0.000193926738135
16     11     -0.0136019983783 -0.00025848266351
17     11     -0.0277372028044 -0.000367229688811
18     11     -0.0533567325537 -0.000614844266065
19     11     -0.0968160746279 -0.000975512770337
20     11     -0.166048765872 -0.00166163043817
21     11     -0.269138423982 -0.0024984858021
22     11     -0.412949244168 -0.0038030759308
23     11     -0.599656218606 -0.00502051635681
24     11     -0.825181536646 -0.006447266325
25     11     -1.07581760991 -0.00705561707008
26     11     -1.32999663839 -0.00710579055598
27     11     -1.55881086973 -0.00564764238404
28     11     -1.73291153649 -0.00325549468802
29     11     -1.8269922592 0
30     11     1.8269922592 -0.00325549468802
31     11     1.73291153649 -0.00564764238404
32     11     1.55881086973 -0.00710579055598
33     11     1.32999663839 -0.00705561707008
34     11     1.07581760991 -0.006447266325
35     11     0.825181536646 -0.00502051635681
36     11     0.599656218606 -0.0038030759308
37     11     0.412949244168 -0.0024984858021
38     11     0.269138423982 -0.00166163043817
39     11     0.166048765867 -0.000975512774888
40     11     0.0968160746183 -0.000614844275421
41     11     0.0533567323701 -0.000367229872178
42     11     0.0277372024468 -0.000258483030659
43     11     0.0136019951426 -0.000193930021382
44     11     0.00627685230853 -0.000170247522404
